"ANP","CATEGORIA","ANIO_REPORTE","FUENTE_IMAG","MES_IMAG","DEFO_CAUSA","CONFIABILIDAD","TIPO_BOSQUE","ZONIFI_ANP","AREA_DEFO","FECHA_CORTE"
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.294319226394,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0122618089164,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.356564818681,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.4399985478053,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.990587214825,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.5400002735485,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0900000673238,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.990002247408,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.4303548581783,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.614600579488,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.26821354000862,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0367614797747,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.122519493848,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.061268324276596,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.3264726735097,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.450000811195,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.322450156782,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.628029042206,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.3200677450316,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",2.36370497983072,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0486563591318,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.02448555382904,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",4.22948730044,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.30452288843,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1260740054668,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3700428459146,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.8202139770858,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1450480514703,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.012241949466,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.03671819642673,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0122418236747,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",6.48549945222478,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.272062852521,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",4.3006968845031,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",28.1669612264987,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",2.4258062595495,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",7.01532695108636,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",3.1545004281418,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.87806367439653,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.79689490205644,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",4.3640925030994,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.03452246595,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",2.60051477109638,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.69579878041,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.18626264567,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.6970122346859,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.2437381331062,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0900000402523,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.133746902688,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.04982800029999,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.72619171547951,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.8955551332646,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0880301465563,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.850594453062,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.23496588607063,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.012232916741,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.5837102798927,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.5431170498665,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.33105974419142,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1647069243111,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.2697266249675,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.297982235895,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.19266541566396,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3433330112323,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3105961450662,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.4168956024196,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.143954361435,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.8458385267632,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.41907068942094,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.54954424006985,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.0561733894996,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",7.29213385580211,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.2206921624676,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.516210995673,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.166243499395,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.1199380088949,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.7780364660726,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.88139895133173,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3709924332662,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",5.1043803670877,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.223733576779,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.83149302245871,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",2.5959862905029,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",2.6744434417698,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.05919704203152,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1799995184896,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.09451510555949,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",2.8163033889135,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.63000017284723,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.3066107378062,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.46604286705386,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.9566258330632,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.17170212969045,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0122628201764,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0245256625495,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.08999988858524,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.62000019255,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.36000103549177,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.180000429242,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GFW INTEGRADAS",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.467316174228,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PLANET",6,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.105700536192,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",1.3509937489692,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",2.098794116099,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1800766474769,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.61868749409146,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",2.8799985800866,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.61889031242983,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.17999998077824,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0696968842117,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.883098404084,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.921110831131,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",3.12120445134845,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.3264124986652,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.5159512631663,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.10471022562586,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.527101555783,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.55352944620205,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.21220871047143,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0122592685566,20240621
"PACAYA-SAMIRIA","RESERVA NACIONAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.19613124034211,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.69308525001311,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0243132394,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.22231713334584,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",3.85045705726,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",12,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.838158478444,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",3.7748857906027,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3367194650524,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0828768472508,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.39413232613869,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0223738598385,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0121570872788,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.0880304827165,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0364422634048,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",5.32721503732,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.548515183063,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.2500590312,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",2.6307947702514,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",5.3540140930017,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.514553612285,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.0266884516563,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.2697116793091,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.71029390837105,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.5240242615484,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.8800980894637,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.42747871548,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.3773133011167,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.13374268242351,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.2796440795276,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",1.79053896310959,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0851083567453,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE USO ESPECIAL",0.4377040305078,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.1702173395638,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE USO ESPECIAL",0.0121601395331,20240621
